Date,Title,img_path,Caption,Colours,Style,Subject,Keywords,Category,img_alt,Width,Height
2019-12-15,Playing with stylii,75Playingwithstylii3.jpg,"A black and white sketch of palm fronds or similar elongated leaves arranged in a simple cylindrical vase or container. The drawing has a loose, brushstroke-like quality with gestural lines and varying thickness in the strokes.","['Black', 'White', 'Grey (in shading)']","['Minimalist', 'Sketch', 'Botanical illustration', 'Contemporary', 'Gestural drawing', 'Line art']","A simple botanical still life featuring palm fronds or similar leaves in a cylindrical container, rendered in a minimalist style with emphasis on line work and basic form.","['botanical', 'palm leaves', 'vase', 'minimalist', 'black and white', 'sketch', 'line drawing', 'still life', 'plant illustration', 'contemporary art', 'digital drawing', 'foliage', 'home decor', 'interior design', 'wall art']",Blog,,340.0,678.0
2019-12-09,Square eyed,80Squareeyed8.jpg,A simple sketch portrait showing geometric facial features with spiky hair or crown-like protrusions. The drawing has strong angular lines and shows a face with rectangular eyes and linear shading patterns.,"['Reddish-brown', 'White/off-white paper', 'Light grey shading']","['Sketch', 'Contemporary', 'Minimalist', 'Geometric', 'Abstract']","A stylized portrait drawing with geometric shapes forming a face, featuring angular features and distinctive spiky or crown-like elements around the head","['sketch', 'geometric', 'portrait', 'abstract', 'spiky', 'angular', 'minimal', 'linear', 'contemporary art', 'red drawing', 'geometric portrait', 'stylized']",Blog,,340.0,481.0
2019-12-08,I hope it will last,81Ihopeitwilllast8.jpg,"A sketch portrait of a figure wearing formal Victorian-style attire, including a tall top hat and bow tie. The drawing has a whimsical, caricature-like quality with exaggerated facial features and curly hair peeking out from under the hat.","['Reddish-brown/Sepia', 'Off-white (paper)', 'Light sepia tones from pencil pressure variation']","['Sketch art', 'Caricature', 'Victorian-inspired illustration', 'Loose gestural drawing']","A stylized portrait drawing of a figure in Victorian formal wear, featuring distinct clothing elements like a top hat and bow tie, rendered in a caricature-like style with expressive features","['Victorian', 'Top hat', 'Bow tie', 'Sketch', 'Caricature', 'Sepia', 'Portrait', 'Formal wear', 'Historical style', 'Character design', 'Whimsical', 'Illustration']",Blog,,340.0,462.0
2019-12-07,Been watching a fair bit of Disney,82BeenwatchingafairbitofDisney5.jpg,"A whimsical sketch depicting a character with exaggerated round eyes and eyebrows, wearing what appears to be a pointed hat or cap. The drawing has a playful, cartoonish quality with loose, expressive linework.","['Reddish-brown', 'Off-white paper', 'Sepia tones']","['Cartoon sketch', 'Gestural drawing', 'Quick sketch', 'Character illustration', 'Loose expressive style']","A comical character sketch focusing on facial features, particularly emphasizing large circular eyes and a pointed hat, drawn in a caricature style.","['sketch', 'cartoon', 'caricature', 'whimsical', 'expressive', 'character design', 'monochromatic', 'funny', 'hat', 'eyes', 'quick drawing', 'loose style']",Blog,,340.0,497.0
2019-11-17,Schucks,83Schucks2.jpg,"A simple sketch portrait showing a person's head and shoulders, drawn in a loose, expressive style. The figure is wearing what appears to be a collared shirt or jacket. The drawing features distinctive facial features with emphasized eyes and a slight smile, rendered in continuous flowing lines.","['Warm brown', 'Beige/cream paper', 'Light sepia tones']","['Quick sketch', 'Gestural drawing', 'Minimalist', 'Contemporary portraiture', 'Loose illustration style']","A portrait sketch focusing on facial features and upper body, drawn in a simplified, stylized manner with an emphasis on contour lines and basic shading","['sketch', 'portrait', 'brown', 'minimalist', 'facial features', 'contour drawing', 'monochromatic', 'expressive', 'line art', 'bust portrait', 'artistic study', 'casual drawing']",Blog,,340.0,453.0
2019-11-16,Hatman,84Hatman3.jpg,"A sketch portrait showing a figure wearing a baseball cap, drawn in a loose, expressive style with hatching and line work. The portrait captures a casual, contemporary look with distinctive angular features and prominent ears.","['Reddish-brown', 'White/cream paper', 'Light blue background tint']","['Sketch art', 'Contemporary drawing', 'Gestural drawing', 'Quick study', 'Linear expression']","['Portrait drawing', 'Head study', 'Modern figure wearing casual attire including baseball cap']","['sketch', 'portrait', 'baseball cap', 'contemporary', 'monochromatic', 'gestural', 'study', 'line drawing', 'casual', 'urban', 'modern', 'hatching', 'expression']",Blog,,340.0,453.0
2019-11-15,At the library,85Atthelibrary6.jpg,"A loose sketch of someone sitting at what appears to be a desk or workspace, drawn from a side angle. The figure is leaning forward, suggesting engagement with something on the desk surface. The drawing uses simple, gestural lines to capture the posture and basic forms.","['Reddish-brown', 'Off-white paper', 'Subtle shadows in lighter brown tones']","['Gestural sketch', 'Quick study', 'Life drawing', 'Loose line work', 'Observational drawing']","A figure seated at a desk or workstation, captured in a casual, observational style. The drawing emphasizes the pose and basic forms rather than specific details.","['sketch', 'figure drawing', 'workspace', 'seated figure', 'gestural', 'study', 'desk', 'brown pencil', 'casual drawing', 'observational art', 'quick sketch', 'minimal detail']",Blog,,340.0,453.0
2019-11-14,Flatness,86Flatness3.jpg,"A rough, expressive sketch of a face drawn with energetic, loose lines. The drawing focuses on facial features with particular emphasis on intense eyes and distinctive facial structure. The sketch has a raw, immediate quality with cross-hatching and gestural mark-making.","['Reddish-brown', 'Off-white paper', 'Varying tonal values created through pressure and layering']","['Expressionist', 'Gestural drawing', 'Quick sketch', 'Life drawing', 'Contemporary figurative']","A close-up portrait sketch focusing on facial features, rendered in an expressive style with emphasis on emotional intensity through the eyes and overall composition","['sketch', 'portrait', 'expressionist', 'conte', 'drawing', 'gestural', 'face', 'cross-hatching', 'study', 'contemporary art', 'figurative', 'loose style']",Blog,,340.0,471.0
2019-11-10,Lipsss,89Lipsss6.jpg,"A sketch portrait drawing depicting a face with long, flowing hair. The drawing features distinctive eyes with defined eyebrows, a proportioned nose, and full lips. The sketch has a loose, expressive quality with flowing lines particularly evident in the hair treatment.","['Reddish-brown/sepia', 'Off-white (paper)', 'Light sepia tones']","['Sketch art', 'Contemporary drawing', 'Loose illustration style', 'Gestural drawing', 'Portrait sketch']","A portrait sketch showing a front-facing view of a person with long hair, rendered in a simple, sketch-like style with emphasis on basic facial features and flowing hair lines","['sketch', 'portrait', 'drawing', 'sepia', 'art', 'illustration', 'face', 'long hair', 'monochrome', 'artistic', 'loose style', 'gestural', 'contemporary']",Blog,,340.0,453.0
2019-11-10,Omah,88Omah8.jpg,"A sketch portrait done in a loose, expressive style showing a face wearing rectangular glasses. The drawing features flowing hair and emphasizes facial features through gestural lines. The sketch has an informal, spontaneous quality.","['Reddish-brown/sepia', 'Off-white paper', 'Light grey shadows']","['Sketch', 'Gestural drawing', 'Contemporary', 'Loose illustrative style', 'Quick study']","A portrait drawing focusing on facial features, with particular emphasis on glasses, hair texture, and facial expression. The drawing has an informal, candid quality.","['sketch', 'portrait', 'glasses', 'sepia', 'gestural', 'loose style', 'contemporary art', 'facial study', 'quick drawing', 'expressive', 'illustration']",Blog,,340.0,453.0
2019-10-30,Got some new colours,90Gotsomenewcolours9.jpg,"A simple sketch portrait showing a face with glasses and long flowing hair. The drawing has a relaxed, casual feel with loose, expressive lines. The subject appears to be smiling slightly, with rectangular glasses framing the eyes.","['Reddish-brown/sepia', 'Off-white paper', 'Light gray shadows']","Quick sketch portrait drawing, casual freehand style with loose gestural lines","A portrait study featuring glasses and shoulder-length hair, drawn in a minimalist style with emphasis on basic facial features","['sketch', 'portrait', 'glasses', 'long hair', 'red pencil', 'sepia', 'minimalist', 'drawing', 'casual art', 'line drawing', 'portrait study', 'freehand']",Blog,,340.0,453.0
2019-10-13,Fort railway buses,93Fortrailwaybuses1.jpg,A pencil sketch of an urban street scene showing a series of buildings with a train or streetcar on tracks in the foreground. The buildings have multiple windows and appear to be residential or commercial structures. The perspective shows the street receding into the distance with utility poles visible.,"['Grey', 'White', 'Light blue (paper tone)', 'Various shades of graphite']","['Urban sketch', 'Freehand drawing', 'Architectural illustration', 'Quick sketch', 'Perspective drawing']","An urban streetscape featuring buildings, a train or streetcar, and infrastructure elements like utility poles and tracks. The drawing emphasizes linear perspective and architectural elements.","['urban sketch', 'cityscape', 'street scene', 'architecture', 'train', 'streetcar', 'buildings', 'perspective', 'utility poles', 'transportation', 'railway', 'street view', 'urban infrastructure', 'pencil drawing']",Blog,,340.0,255.0
2019-10-09,At the bar,94Atthebar9.jpg,"A loose, sketchy portrait drawing showing a figure wearing rectangular glasses. The drawing features expressive, gestural linework with emphasis on the facial features and messy, tousled hair. The sketch extends slightly to show the collar or neckline of clothing.","['Grayscale', 'Light gray', 'Dark gray', 'White (paper)']","['Gestural sketch', 'Quick study', 'Loose line drawing', 'Contemporary portrait sketch', 'Expressive drawing']","A portrait sketch focusing on facial features, with particular attention to glasses and disheveled hair. The drawing has a casual, spontaneous quality suggesting it may have been drawn from life or as a quick character study.","['sketch', 'portrait', 'glasses', 'graphite', 'gestural', 'contemporary', 'expressive', 'loose drawing', 'character study', 'pencil art', 'head study', 'line drawing']",Blog,,340.0,453.0
2019-10-08,Scribbling a profile is hard,95Scribblingaprofileishard4.jpg,"A loose, sketch-style portrait drawn in profile view showing long, flowing hair and facial features rendered with quick, gestural lines. The drawing has an expressive, spontaneous quality with emphasis on capturing form through linear marks.","['Graphite grey', 'Paper white', 'Various grey tones through shading']","['Gestural sketch', 'Quick study', 'Contemporary drawing', 'Loose line work', 'Expressive drawing']","A side profile portrait study featuring distinctive long hair and facial features, drawn in a spontaneous, loose style that emphasizes movement and form","['sketch', 'portrait', 'profile', 'gestural', 'pencil drawing', 'long hair', 'contemporary art', 'expressive', 'study', 'line drawing', 'monochrome']",Blog,,340.0,453.0
